policy,task,block_index,seed,mode,status,success,action_calls,step_limit,termination,instruction,origin,record_path,record_sha256
xvla,bottle_verb,5,100016,pick,failure,0,700,700,action_limit,Kindly grab the bottle with ridged orange grip.,reused,xvla/bottle_verb/bottle_verb_ep100016_result.json,7de69ab17cceebfd6c3b0bf0395657c6fa794873681660fdd2c88453cd266285
xvla,bottle_verb,5,100017,shake,success,1,184,700,task_success,Please shake the white capped orange plastic bottle with the left arm.,reused,xvla/bottle_verb/bottle_verb_ep100017_result.json,8399fc8aa757fd65942d556cf5da4b63ac320996dd291a3ac98f71667f35d685
xvla,bottle_verb,6,100018,pick,failure,0,700,700,action_limit,Kindly lift the smooth bottle with blue text.,reused,xvla/bottle_verb/bottle_verb_ep100018_result.json,506b2e0c70aa3a73bed17bb53f448b318519f0880f648a4cb19cca393acee6a0
xvla,bottle_verb,6,100019,shake,success,1,201,700,task_success,shake the smooth bottle with blue text gently.,reused,xvla/bottle_verb/bottle_verb_ep100019_result.json,5a26fe8e69d96823e47bdd5e3627e66830f3922fefa9f775092a543b57a850d3
xvla,bottle_verb,7,100020,pick,failure,0,700,700,action_limit,pick up the handheld orange bottle with care.,reused,xvla/bottle_verb/bottle_verb_ep100020_result.json,dcc707ca74828dd960f3d9dcbed500e3918b5b1d2452f91e19934b3cc7dbf29d
xvla,bottle_verb,7,100021,shake,success,1,271,700,task_success,shake the label-covered orange bottle gently.,reused,xvla/bottle_verb/bottle_verb_ep100021_result.json,bc6f41915c5380f232e53cdeb280809b01fba192f9e165886061f9423b3f0e28
xvla,bottle_verb,8,100022,pick,failure,0,700,700,action_limit,grab the bottle with curved body carefully now.,reused,xvla/bottle_verb/bottle_verb_ep100022_result.json,033847f600ea908a7f33430dcb0e5e8437698f63dcb99a1d7ebff0ca663fcfe9
xvla,bottle_verb,8,100023,shake,success,1,149,700,task_success,shake the bottle with curved body gently.,reused,xvla/bottle_verb/bottle_verb_ep100023_result.json,a31496c7c36ad51ca5d4b7513a1424a9df54295dd86939856b9f26df2d09c87f
xvla,bottle_verb,9,100024,pick,failure,0,700,700,action_limit,lift the bottle with curved neck design with the left arm.,reused,xvla/bottle_verb/bottle_verb_ep100024_result.json,1a676c03a645d13a684cfa04e14279cc6646eeb664d39cc41b75e1315ef26c68
xvla,bottle_verb,9,100025,shake,success,1,114,700,task_success,shake the bottle with curved neck design for a moment.,reused,xvla/bottle_verb/bottle_verb_ep100025_result.json,38f2f74b317c7fe654bf37f34e69e2dbae6857ac4aa553f7aaf868980e41db00
xvla,bottle_verb,10,100026,pick,failure,0,700,700,action_limit,pick up the bottle with curved neck design using one arm.,reused,xvla/bottle_verb/bottle_verb_ep100026_result.json,1d3fbe759048f4d6aa19688aa90bfe0a3cc801d4a260e6c1be121bbce42c736c
xvla,bottle_verb,10,100027,shake,success,1,151,700,task_success,shake the blue-capped plastic bottle carefully now.,reused,xvla/bottle_verb/bottle_verb_ep100027_result.json,30372b837c9be2452bf9bd4b9e3cc9089871dee71f826c92d1177782cf12bfe7
xvla,bottle_verb,11,100030,pick,failure,0,700,700,action_limit,lift the blue-capped plastic bottle gently.,reused,xvla/bottle_verb/bottle_verb_ep100030_result.json,cf83cf97c20e7b9233dd7a3af07d95102237b71a96d816dbc711e6ed63a083c4
xvla,bottle_verb,11,100031,shake,success,1,132,700,task_success,shake the bottle with curved neck design gently.,reused,xvla/bottle_verb/bottle_verb_ep100031_result.json,f0293c1a3d2fa0f980fd18a91c0e8c00d7fdab90e2139a703f185a324acf2732
xvla,bottle_verb,12,100032,pick,failure,0,700,700,action_limit,Kindly pick up the bottle with curved body.,reused,xvla/bottle_verb/bottle_verb_ep100032_result.json,c2e8aba2773cc0bb8e5f9cca2072e7289ed60350fa887ea25e6f35cfe8f6f813
xvla,bottle_verb,12,100033,shake,success,1,144,700,task_success,shake the bottle with curved body right away.,reused,xvla/bottle_verb/bottle_verb_ep100033_result.json,37eeb33c8bc2659a9ac560ae50fde60b549f34b116f600cdb24d069d40bbac6b
xvla,bottle_verb,13,100038,pick,failure,0,700,700,action_limit,pick up the liquid container dark brown plastic with the left arm.,reused,xvla/bottle_verb/bottle_verb_ep100038_result.json,7c59ce3b5d43f042bcba7b90596c98b5769a22ae48b82a139448dc7b8b3adbeb
xvla,bottle_verb,13,100039,shake,success,1,161,700,task_success,shake the liquid container dark brown plastic carefully now.,reused,xvla/bottle_verb/bottle_verb_ep100039_result.json,bdd3af0e24bb17c9db54db7bc69ddada5504ccb5553d61a7e07c5b9da9aa3d4e
xvla,bottle_verb,14,100042,pick,failure,0,700,700,action_limit,lift the light gray bottle right away.,reused,xvla/bottle_verb/bottle_verb_ep100042_result.json,65a2b4fbf3dc1b66853c349278418ebcc6b310e35f7894fd9008077fbeadff55
xvla,bottle_verb,14,100043,shake,success,1,179,700,task_success,shake the light gray bottle with care.,reused,xvla/bottle_verb/bottle_verb_ep100043_result.json,ecdd25e7e6ddbbdc99ae979ff60d24b011f701d70e6f841c3b252d4999261fa6
xvla,bottle_verb,15,100048,pick,failure,0,700,700,action_limit,lift the plastic bottle with printed label with the right arm.,reused,xvla/bottle_verb/bottle_verb_ep100048_result.json,7206cebcf079cc17163726e5a538d04784d9b49e3b1e73b41e73da4b460488c5
xvla,bottle_verb,15,100049,shake,success,1,151,700,task_success,shake the bottle with glossy surface right away.,reused,xvla/bottle_verb/bottle_verb_ep100049_result.json,96c003782da751695dd29270129f52c4e0ca75c9e48edfc35521812a024155f2
xvla,bottle_verb,16,100050,pick,failure,0,700,700,action_limit,pick up the label-covered orange bottle with care.,reused,xvla/bottle_verb/bottle_verb_ep100050_result.json,406a743580472958cf5c8e71bbfd3db0e1fda8edf3ab1fe74a23b24bb497f3ed
xvla,bottle_verb,16,100051,shake,success,1,132,700,task_success,shake the handheld orange bottle right away.,reused,xvla/bottle_verb/bottle_verb_ep100051_result.json,3b5d88b7d12e291396895c29bd4a233853e9c22f8f1a71fec6fd927424e63f4e
xvla,bottle_verb,17,100052,pick,failure,0,700,700,action_limit,grab the bottle with red screw cap with the right arm.,reused,xvla/bottle_verb/bottle_verb_ep100052_result.json,dd2990ebae4d4768626628bb0bc17a6c5ca5eb49878debefe508ec02cd5867cf
xvla,bottle_verb,17,100053,shake,success,1,215,700,task_success,shake the bottle with red screw cap with care.,reused,xvla/bottle_verb/bottle_verb_ep100053_result.json,7ce968f1cf5360ec0f727ebecfda9c06f6526b1c474b3953b03d6e03d483b366
xvla,bottle_verb,18,100054,pick,failure,0,700,700,action_limit,lift the medium-sized plastic bottle with capped top gently.,reused,xvla/bottle_verb/bottle_verb_ep100054_result.json,6e22efc05f9f7f4b5d9e8ec592a9ab91a15acb0b9027ef800ad508e3b21f7bc7
xvla,bottle_verb,18,100055,shake,success,1,138,700,task_success,shake the medium-sized plastic bottle with capped top right away.,reused,xvla/bottle_verb/bottle_verb_ep100055_result.json,0ec15713ca2fac64aca58365365b88e346a3d3b07efba3e40a5cadb786689e70
xvla,bottle_verb,19,100056,pick,failure,0,700,700,action_limit,pick up the yellow bottle for liquid storage gently.,reused,xvla/bottle_verb/bottle_verb_ep100056_result.json,2e4d7f310901487489cc08eead1bb7903f4a9446c37ff5e470a52c9b747c86cd
xvla,bottle_verb,19,100057,shake,success,1,149,700,task_success,Please shake the yellow rectangular bottle with the left arm.,reused,xvla/bottle_verb/bottle_verb_ep100057_result.json,f92fe5084500fc387031cbdf6cc122322e51a8d5152cbd48177f18cc95ed8f4a
xvla,pick_diverse_object,0,100002,seen,failure,0,400,400,action_limit,Pick up the bread carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100002_result.json,76831da5f162f71e007dffd61c4c1a83c8966cd9ad759c6908cb555c9d29c743
xvla,pick_diverse_object,0,100003,unseen,failure,0,400,400,action_limit,Lift the apple from the table using the left arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100003_result.json,b921d4cd69c003111562f6460a2304d66f678e632ac02ffa0013d16a441e910e
xvla,pick_diverse_object,1,100004,seen,success,1,73,400,task_success,Pick up the coffee box carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100004_result.json,c80469ac934ddbadff3f929c8fe3175123b6677a2db88a9ca5a20458aa58d97a
xvla,pick_diverse_object,1,100005,unseen,success,1,124,400,task_success,Pick up the wooden mallet carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100005_result.json,8b10edcdb3974aae8f05f6c7ac875bacc8974217a37882758ba7fea1007e8634
xvla,pick_diverse_object,2,100006,seen,failure,0,400,400,action_limit,Grab the mouse on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100006_result.json,0a78721e62d9593f28da0ed9dc371aea957eeba7c41db1ac45ffa36ba4da2d74
xvla,pick_diverse_object,2,100007,unseen,failure,0,400,400,action_limit,Pick up the paintbrush carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100007_result.json,72e188d2f54e380f4e9c03a044b8d89f7f8afa68cfc514b2650fce6d881d06a2
xvla,pick_diverse_object,3,100008,seen,failure,0,400,400,action_limit,Pick up the bottle using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100008_result.json,2472de07bf8ab2b8903b3b66af145007dca42b08afa9ca3f9017554cc6e704a7
xvla,pick_diverse_object,3,100009,unseen,success,1,179,400,task_success,Grab the dumbbell on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100009_result.json,ddc56f7fe8d0ee31516690eb2b4b5894646cbaf9307e4fefcf35c14a4da3a823
xvla,pick_diverse_object,4,100012,seen,success,1,91,400,task_success,Grab the shoe on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100012_result.json,2d3fc0e4874b767cf543e2287d57b6209dc9e1d967e83b4841d9f8036b50ff0d
xvla,pick_diverse_object,4,100013,unseen,failure,0,400,400,action_limit,Pick up the wooden mallet using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100013_result.json,2d1e40cbe657597bdbabbe3aab429e74a9fa458734e54085a560dac4dae9eac3
xvla,pick_diverse_object,5,100014,seen,failure,0,400,400,action_limit,Pick up the mug carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100014_result.json,b7b4c9896cbfb9a6fbd5e5f37ffd152a4e4943e960d7453c86db13e84c448826
xvla,pick_diverse_object,5,100015,unseen,failure,0,400,400,action_limit,Lift the paintbrush from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100015_result.json,16533ae71b94e3abcf4c63964bd24c23f23972544328b9eaa8c3acd841c76cd2
xvla,pick_diverse_object,6,100018,seen,failure,0,400,400,action_limit,Pick up the toy car carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100018_result.json,adfb74636b01f5c6e28ee8f31cb8bb78b7e6164d4e81f268d98d5c435b258a1a
xvla,pick_diverse_object,6,100019,unseen,failure,0,400,400,action_limit,Pick up the apple carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100019_result.json,4cf74b7151df7bbe93acc1c0ef7baa95375b7f10cb99450c2ed3e555c9d805a2
xvla,pick_diverse_object,7,100020,seen,success,1,99,400,task_success,Grab the phone on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100020_result.json,a7272bc44c9361f777094451b67f3cedd578401d2bc5e7db11513c617c3bf966
xvla,pick_diverse_object,7,100021,unseen,success,1,78,400,task_success,Grab the wooden mallet on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100021_result.json,41b3ba232b8c4cf2c7083024d7a390039d9d3829f50248a72d332e18972c3613
xvla,pick_diverse_object,8,100024,seen,failure,0,400,400,action_limit,Pick up the hamburger carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100024_result.json,85c4a538b0653ba21d6ef0367bb95aff06294129b52088ab486dfbadf4de7535
xvla,pick_diverse_object,8,100025,unseen,failure,0,400,400,action_limit,Pick up the dumbbell carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100025_result.json,844235b8e0acb471ed13c3c69fa3e0a9333576a3bb27160c584a693a9ea17d9a
xvla,pick_diverse_object,9,100034,seen,failure,0,400,400,action_limit,Lift the cup from the table using the left arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100034_result.json,cdcd2837466ea17b24824e3334ed29172895e66472b9b99f5c7ead6e8b7b51d8
xvla,pick_diverse_object,9,100035,unseen,success,1,123,400,task_success,Grab the apple on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100035_result.json,a3e9e973a024bb734b8dd0d25bb7d050224cdf5b4e0ea7c2c313dfc67003a370
xvla,pick_diverse_object,10,100036,seen,success,1,92,400,task_success,Grab the shoe on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100036_result.json,da54f3da0ec737b7fe345589f760620177b1723124cd1fb5aaf51b417b4f3adb
xvla,pick_diverse_object,10,100037,unseen,failure,0,400,400,action_limit,Lift the wooden mallet from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100037_result.json,85e13847b7284360c3f08c3c6d39702f82971562e6398d29423d39836f87e9e4
xvla,pick_diverse_object,11,100038,seen,success,1,94,400,task_success,Lift the mug from the table using the left arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100038_result.json,459d2676c8d172371b9612e58eaf76541f998eda70d915be3fff755bf154db4f
xvla,pick_diverse_object,11,100039,unseen,failure,0,400,400,action_limit,Grab the paintbrush on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100039_result.json,992dc9a9ea10b7107426f2d9db85ac9445930bb5a63d526e8670f2b54713a4b6
xvla,pick_diverse_object,12,100040,seen,failure,0,400,400,action_limit,Grab the can on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100040_result.json,877514742fa7859c41a7d7c25115d5a130f85a26a49fb34ef7116dbeed595ddd
xvla,pick_diverse_object,12,100041,unseen,success,1,106,400,task_success,Grab the dumbbell on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100041_result.json,60e47fbc986a43ae44d25a9321ce1e5e3fb6c9662f0ee6f6fe8f0b3872acae18
xvla,pick_diverse_object,13,100042,seen,failure,0,400,400,action_limit,Lift the toy car from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100042_result.json,557f3c6c39200c972b12a45f2ee4a84cf16fba65815bd2dfd6abe205630e100c
xvla,pick_diverse_object,13,100043,unseen,failure,0,400,400,action_limit,Pick up the apple using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100043_result.json,26e7f11e4a03502576b805ec05464ebb2b2c7bf65c41786ef3131aa73011ca93
xvla,pick_diverse_object,14,100048,seen,success,1,122,400,task_success,Grab the hamburger on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100048_result.json,6137110116dcf3564de05aa99fcb12be8c2d0d903c57b646ecf787f0211aa15a
xvla,pick_diverse_object,14,100049,unseen,failure,0,400,400,action_limit,Grab the dumbbell on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100049_result.json,d9e6ef9e7bafbfdb0c643b13cd963cc5b11cd2091b10569233bf48cf376aca18
xvla,pick_diverse_object,15,100052,seen,failure,0,400,400,action_limit,Pick up the coffee box using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100052_result.json,a600408a18328cba87da00b28a34c70f9d26490e28b2f6cf833694ca0ad961e7
xvla,pick_diverse_object,15,100053,unseen,success,1,97,400,task_success,Pick up the wooden mallet using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100053_result.json,d1213362ad2f85f2ca0cbdaf97ad588cb0f5026ab89fabf2afe607fb2be597f9
xvla,pick_diverse_object,16,100054,seen,failure,0,400,400,action_limit,Grab the mouse on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100054_result.json,823e3a40cf5e734f680cbce9f587933e2ded0f938bce67e8d53c438b46e5f30a
xvla,pick_diverse_object,16,100055,unseen,success,1,66,400,task_success,Lift the paintbrush from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100055_result.json,42f2d34efe815a6c938f5780eea4cf8a11df3bf57bfe9624e97714f8de1cceae
xvla,pick_diverse_object,17,100056,seen,failure,0,400,400,action_limit,Grab the bottle on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100056_result.json,bdff5af8e7728eb5b30def0c86480060a0cb11cb34bb72dd8dc04820ae53457b
xvla,pick_diverse_object,17,100057,unseen,success,1,45,400,task_success,Pick up the dumbbell carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100057_result.json,0488a9e8b7d2d65e83313798da2eb30dd63a3bac0f151854cace07b25f032659
xvla,pick_diverse_object,18,100060,seen,failure,0,400,400,action_limit,Pick up the shoe carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100060_result.json,22f66bd565f8802be749c60212e7c94a2b44abed43176d4b626265446b1e8995
xvla,pick_diverse_object,18,100061,unseen,failure,0,400,400,action_limit,Grab the wooden mallet on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100061_result.json,7cb34fbd4715992a73715e5adadf031d53f593c2f5eccc1ed42edc6fc4cd3357
xvla,pick_diverse_object,19,100066,seen,success,1,83,400,task_success,Lift the toy car from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100066_result.json,65bca80ffc89ced8ec829f503a982131611cc2846611fc477244ce8f2d8ede6d
xvla,pick_diverse_object,19,100067,unseen,failure,0,400,400,action_limit,Lift the apple from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100067_result.json,6b2d3a33d5579827f64c145052b73f82573208373bf05cbf7d9ce8dca5990164
xvla,attribute_select,0,100000,color:red,success,1,187,400,task_success,Reach for the red block and lift it.,reused,xvla/attribute_select/attribute_select_ep100000_result.json,331d12eba8d7a32c05364e047c1941b72a663d1c1e8f5d30a999a8e972cc82eb
xvla,attribute_select,0,100001,color:blue,failure,0,400,400,action_limit,Reach for the blue block and lift it.,reused,xvla/attribute_select/attribute_select_ep100001_result.json,e1b8e0acc29b5ea80c657d2ffb6071d55659c0fb8d415d7a390900d49ff835e1
xvla,attribute_select,0,100002,decal:cat,success,1,95,400,task_success,Fetch the block with a cat on it.,reused,xvla/attribute_select/attribute_select_ep100002_result.json,e06fbec1e01490d1568e684440b97379ca2ce13b95dc6bd07ffce27c873442b1
xvla,attribute_select,0,100003,decal:dog,failure,0,400,400,action_limit,Fetch the block with a dog on it.,reused,xvla/attribute_select/attribute_select_ep100003_result.json,5db43729ef5520063eb9a5a7bb6043d48abbc83ddaa11284dbb52b92a2da6e7e
xvla,attribute_select,0,100004,shape:block,failure,0,400,400,action_limit,Reach for the cube and lift it.,reused,xvla/attribute_select/attribute_select_ep100004_result.json,31f6c989c2e2fb32895e06762f6c90a52b72ebf0066c765e033320141e449a6f
xvla,attribute_select,0,100005,shape:bar,success,1,97,400,task_success,Fetch the long bar.,reused,xvla/attribute_select/attribute_select_ep100005_result.json,9bcd942c2b532c0eee8411656552106cc37d576d60123022e10404577a268a20
xvla,attribute_select,0,100006,size:big,failure,0,400,400,action_limit,Reach for the big block and lift it.,reused,xvla/attribute_select/attribute_select_ep100006_result.json,5722e5380f9052c781a7d7325edcfb06607d2935d9db31db2b5bc8f2ec98c7da
xvla,attribute_select,0,100007,size:small,success,1,96,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100007_result.json,f62c60b8c886e3c2d4c6dabf698657f8706009440575fdd21b36b56e307c1bb7
xvla,attribute_select,1,100008,color:red,success,1,247,400,task_success,Fetch the red block.,reused,xvla/attribute_select/attribute_select_ep100008_result.json,b74368d822fcae82ad59d8b06db7fbd1dee2e41304afcffc7f4bb3cec8e97c6e
xvla,attribute_select,1,100009,color:blue,failure,0,400,400,action_limit,Fetch the blue block.,reused,xvla/attribute_select/attribute_select_ep100009_result.json,291e32fe3488c5b81d29ac5115ab4dd94fa4001ea7b6185df831123d77271b70
xvla,attribute_select,1,100010,decal:cat,failure,0,400,400,action_limit,Reach for the block with a cat on it and lift it.,reused,xvla/attribute_select/attribute_select_ep100010_result.json,00a13963a5aa141208fb70e604b1f2b7036a0cccffac80c21ff09bd1a58f3f34
xvla,attribute_select,1,100011,decal:dog,failure,0,400,400,action_limit,Reach for the block with a dog on it and lift it.,reused,xvla/attribute_select/attribute_select_ep100011_result.json,5bb558f5e09ce081369778f2d8323da46d33dc914c359e774bc068ea99045da8
xvla,attribute_select,1,100012,shape:block,failure,0,400,400,action_limit,Fetch the cube.,reused,xvla/attribute_select/attribute_select_ep100012_result.json,5aa96a4f27db14233e868778da193e026d0a14cdce38c04a73f248272b87fdcd
xvla,attribute_select,1,100013,shape:bar,failure,0,400,400,action_limit,Reach for the long bar and lift it.,reused,xvla/attribute_select/attribute_select_ep100013_result.json,05b92c97c1eaba6ac26e89942c9e20266db3b8c5a75ba625840de5139bc509c2
xvla,attribute_select,1,100014,size:big,failure,0,400,400,action_limit,Fetch the big block.,reused,xvla/attribute_select/attribute_select_ep100014_result.json,18772bfdd47cf16be753920143aee04357c7d05b28df4614504c89d52d3b19b9
xvla,attribute_select,1,100015,size:small,success,1,96,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100015_result.json,ddd3c335fc98371cd2b129842c57a3dbfae331e5b04d00adbe4d7acd15225494
xvla,attribute_select,2,100016,color:red,success,1,96,400,task_success,Reach for the red block and lift it.,reused,xvla/attribute_select/attribute_select_ep100016_result.json,272066fb6c009b37bcaea1eda90efb1df1eb662cf6ed1fb9ad4cf3c3c3fab375
xvla,attribute_select,2,100017,color:blue,failure,0,400,400,action_limit,Fetch the blue block.,reused,xvla/attribute_select/attribute_select_ep100017_result.json,897076d5ee5ab40acac007a5cc1f5e67ab912695222f0549384f0fffbcac5b03
xvla,attribute_select,2,100018,decal:cat,failure,0,400,400,action_limit,Fetch the block with a cat on it.,reused,xvla/attribute_select/attribute_select_ep100018_result.json,b3c256d953c793d1e6301056c62e91832a2b6e54c2ac6be16b68166ebaee6cdb
xvla,attribute_select,2,100019,decal:dog,failure,0,400,400,action_limit,Fetch the block with a dog on it.,reused,xvla/attribute_select/attribute_select_ep100019_result.json,380d9dd11a9558a15307b49a0658efd97026f9415c85ef8ceffc036eb6b73d1d
xvla,attribute_select,2,100020,shape:block,failure,0,400,400,action_limit,Reach for the cube and lift it.,reused,xvla/attribute_select/attribute_select_ep100020_result.json,79b0a888e6866c4a1f29d46ea9ddf205391cb0827224fc04225ca09f84fe0ea5
xvla,attribute_select,2,100021,shape:bar,success,1,77,400,task_success,Fetch the long bar.,reused,xvla/attribute_select/attribute_select_ep100021_result.json,1dab7a1d00135f709eb43d3a34561bc5538fab6c876aed4ef56645710874ebc6
xvla,attribute_select,2,100022,size:big,failure,0,400,400,action_limit,Reach for the big block and lift it.,reused,xvla/attribute_select/attribute_select_ep100022_result.json,b2376a06e33c64d9f6ed84cc444e07a4292011f58868702a93d922ca1c79533f
xvla,attribute_select,2,100023,size:small,success,1,95,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100023_result.json,ddfc80b87cba7b8c579a6297a24b2b063ea6edfebb7298ea2a0384e7e0c3ebf7
xvla,attribute_select,3,100024,color:red,success,1,98,400,task_success,Fetch the red block.,reused,xvla/attribute_select/attribute_select_ep100024_result.json,b184fe0337df05fd27d8b198364c136734c9317716612d4ff8bc4cb1c7279ba2
xvla,attribute_select,3,100025,color:blue,failure,0,400,400,action_limit,Reach for the blue block and lift it.,reused,xvla/attribute_select/attribute_select_ep100025_result.json,190f28f82f539ed888fa9897a0d9969b3d38b9bcb65b8e1bfe2b763e71c6aa92
xvla,attribute_select,3,100026,decal:cat,success,1,96,400,task_success,Fetch the block with a cat on it.,reused,xvla/attribute_select/attribute_select_ep100026_result.json,02c67ca9639d53ca5bd1b16b23f2d716da3b02dbe199b38d85a7b1bfa2fdaa31
xvla,attribute_select,3,100027,decal:dog,failure,0,400,400,action_limit,Reach for the block with a dog on it and lift it.,reused,xvla/attribute_select/attribute_select_ep100027_result.json,8bcbedefcee563b763687b8eea070c82b19c0b3a2ba7cfadc409fe0dedfc09a4
xvla,attribute_select,3,100028,shape:block,success,1,94,400,task_success,Reach for the cube and lift it.,reused,xvla/attribute_select/attribute_select_ep100028_result.json,5ca2ac3266e0cdf306132c15755913bb9331fe44f1c492720d22c4f57461c49f
xvla,attribute_select,3,100029,shape:bar,failure,0,400,400,action_limit,Reach for the long bar and lift it.,reused,xvla/attribute_select/attribute_select_ep100029_result.json,af612ed94c5e8203f6ecc6e174be82a4646f06a2ff36606c9b66cba161c22060
xvla,attribute_select,3,100030,size:big,failure,0,400,400,action_limit,Fetch the big block.,reused,xvla/attribute_select/attribute_select_ep100030_result.json,21652406f70f980180b499630429e7d90e64833b9a15aa65c832c5a1efba4342
xvla,attribute_select,3,100031,size:small,success,1,67,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100031_result.json,4e1930e09d8f72d19807a0d4f398a1eea0ea08f30e44f2be82b9eec944c59507
