policy,task,block_index,seed,mode,status,success,action_calls,step_limit,termination,instruction,origin,record_path,record_sha256
xvla,bottle_verb,8,100022,pick,failure,0,700,700,action_limit,grab the bottle with curved body carefully now.,new,xvla/bottle_verb/bottle_verb_ep100022_result.json,033847f600ea908a7f33430dcb0e5e8437698f63dcb99a1d7ebff0ca663fcfe9
xvla,bottle_verb,8,100023,shake,success,1,149,700,task_success,shake the bottle with curved body gently.,new,xvla/bottle_verb/bottle_verb_ep100023_result.json,a31496c7c36ad51ca5d4b7513a1424a9df54295dd86939856b9f26df2d09c87f
xvla,bottle_verb,9,100024,pick,failure,0,700,700,action_limit,lift the bottle with curved neck design with the left arm.,new,xvla/bottle_verb/bottle_verb_ep100024_result.json,1a676c03a645d13a684cfa04e14279cc6646eeb664d39cc41b75e1315ef26c68
xvla,bottle_verb,9,100025,shake,success,1,114,700,task_success,shake the bottle with curved neck design for a moment.,new,xvla/bottle_verb/bottle_verb_ep100025_result.json,38f2f74b317c7fe654bf37f34e69e2dbae6857ac4aa553f7aaf868980e41db00
xvla,bottle_verb,10,100026,pick,failure,0,700,700,action_limit,pick up the bottle with curved neck design using one arm.,new,xvla/bottle_verb/bottle_verb_ep100026_result.json,1d3fbe759048f4d6aa19688aa90bfe0a3cc801d4a260e6c1be121bbce42c736c
xvla,bottle_verb,10,100027,shake,success,1,151,700,task_success,shake the blue-capped plastic bottle carefully now.,new,xvla/bottle_verb/bottle_verb_ep100027_result.json,30372b837c9be2452bf9bd4b9e3cc9089871dee71f826c92d1177782cf12bfe7
xvla,bottle_verb,11,100030,pick,failure,0,700,700,action_limit,lift the blue-capped plastic bottle gently.,new,xvla/bottle_verb/bottle_verb_ep100030_result.json,cf83cf97c20e7b9233dd7a3af07d95102237b71a96d816dbc711e6ed63a083c4
xvla,bottle_verb,11,100031,shake,success,1,132,700,task_success,shake the bottle with curved neck design gently.,new,xvla/bottle_verb/bottle_verb_ep100031_result.json,f0293c1a3d2fa0f980fd18a91c0e8c00d7fdab90e2139a703f185a324acf2732
xvla,bottle_verb,12,100032,pick,failure,0,700,700,action_limit,Kindly pick up the bottle with curved body.,new,xvla/bottle_verb/bottle_verb_ep100032_result.json,c2e8aba2773cc0bb8e5f9cca2072e7289ed60350fa887ea25e6f35cfe8f6f813
xvla,bottle_verb,12,100033,shake,success,1,144,700,task_success,shake the bottle with curved body right away.,new,xvla/bottle_verb/bottle_verb_ep100033_result.json,37eeb33c8bc2659a9ac560ae50fde60b549f34b116f600cdb24d069d40bbac6b
xvla,bottle_verb,13,100038,pick,failure,0,700,700,action_limit,pick up the liquid container dark brown plastic with the left arm.,new,xvla/bottle_verb/bottle_verb_ep100038_result.json,7c59ce3b5d43f042bcba7b90596c98b5769a22ae48b82a139448dc7b8b3adbeb
xvla,bottle_verb,13,100039,shake,success,1,161,700,task_success,shake the liquid container dark brown plastic carefully now.,new,xvla/bottle_verb/bottle_verb_ep100039_result.json,bdd3af0e24bb17c9db54db7bc69ddada5504ccb5553d61a7e07c5b9da9aa3d4e
xvla,bottle_verb,14,100042,pick,failure,0,700,700,action_limit,lift the light gray bottle right away.,new,xvla/bottle_verb/bottle_verb_ep100042_result.json,65a2b4fbf3dc1b66853c349278418ebcc6b310e35f7894fd9008077fbeadff55
xvla,bottle_verb,14,100043,shake,success,1,179,700,task_success,shake the light gray bottle with care.,new,xvla/bottle_verb/bottle_verb_ep100043_result.json,ecdd25e7e6ddbbdc99ae979ff60d24b011f701d70e6f841c3b252d4999261fa6
xvla,bottle_verb,15,100048,pick,failure,0,700,700,action_limit,lift the plastic bottle with printed label with the right arm.,new,xvla/bottle_verb/bottle_verb_ep100048_result.json,7206cebcf079cc17163726e5a538d04784d9b49e3b1e73b41e73da4b460488c5
xvla,bottle_verb,15,100049,shake,success,1,151,700,task_success,shake the bottle with glossy surface right away.,new,xvla/bottle_verb/bottle_verb_ep100049_result.json,96c003782da751695dd29270129f52c4e0ca75c9e48edfc35521812a024155f2
xvla,bottle_verb,16,100050,pick,failure,0,700,700,action_limit,pick up the label-covered orange bottle with care.,new,xvla/bottle_verb/bottle_verb_ep100050_result.json,406a743580472958cf5c8e71bbfd3db0e1fda8edf3ab1fe74a23b24bb497f3ed
xvla,bottle_verb,16,100051,shake,success,1,132,700,task_success,shake the handheld orange bottle right away.,new,xvla/bottle_verb/bottle_verb_ep100051_result.json,3b5d88b7d12e291396895c29bd4a233853e9c22f8f1a71fec6fd927424e63f4e
xvla,bottle_verb,17,100052,pick,failure,0,700,700,action_limit,grab the bottle with red screw cap with the right arm.,new,xvla/bottle_verb/bottle_verb_ep100052_result.json,dd2990ebae4d4768626628bb0bc17a6c5ca5eb49878debefe508ec02cd5867cf
xvla,bottle_verb,17,100053,shake,success,1,215,700,task_success,shake the bottle with red screw cap with care.,new,xvla/bottle_verb/bottle_verb_ep100053_result.json,7ce968f1cf5360ec0f727ebecfda9c06f6526b1c474b3953b03d6e03d483b366
xvla,bottle_verb,18,100054,pick,failure,0,700,700,action_limit,lift the medium-sized plastic bottle with capped top gently.,new,xvla/bottle_verb/bottle_verb_ep100054_result.json,6e22efc05f9f7f4b5d9e8ec592a9ab91a15acb0b9027ef800ad508e3b21f7bc7
xvla,bottle_verb,18,100055,shake,success,1,138,700,task_success,shake the medium-sized plastic bottle with capped top right away.,new,xvla/bottle_verb/bottle_verb_ep100055_result.json,0ec15713ca2fac64aca58365365b88e346a3d3b07efba3e40a5cadb786689e70
xvla,bottle_verb,19,100056,pick,failure,0,700,700,action_limit,pick up the yellow bottle for liquid storage gently.,new,xvla/bottle_verb/bottle_verb_ep100056_result.json,2e4d7f310901487489cc08eead1bb7903f4a9446c37ff5e470a52c9b747c86cd
xvla,bottle_verb,19,100057,shake,success,1,149,700,task_success,Please shake the yellow rectangular bottle with the left arm.,new,xvla/bottle_verb/bottle_verb_ep100057_result.json,f92fe5084500fc387031cbdf6cc122322e51a8d5152cbd48177f18cc95ed8f4a
xvla,pick_diverse_object,0,100002,seen,failure,0,400,400,action_limit,Pick up the bread carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100002_result.json,76831da5f162f71e007dffd61c4c1a83c8966cd9ad759c6908cb555c9d29c743
xvla,pick_diverse_object,0,100003,unseen,failure,0,400,400,action_limit,Lift the apple from the table using the left arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100003_result.json,b921d4cd69c003111562f6460a2304d66f678e632ac02ffa0013d16a441e910e
xvla,pick_diverse_object,1,100004,seen,success,1,73,400,task_success,Pick up the coffee box carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100004_result.json,c80469ac934ddbadff3f929c8fe3175123b6677a2db88a9ca5a20458aa58d97a
xvla,pick_diverse_object,1,100005,unseen,success,1,124,400,task_success,Pick up the wooden mallet carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100005_result.json,8b10edcdb3974aae8f05f6c7ac875bacc8974217a37882758ba7fea1007e8634
xvla,pick_diverse_object,2,100006,seen,failure,0,400,400,action_limit,Grab the mouse on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100006_result.json,0a78721e62d9593f28da0ed9dc371aea957eeba7c41db1ac45ffa36ba4da2d74
xvla,pick_diverse_object,2,100007,unseen,failure,0,400,400,action_limit,Pick up the paintbrush carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100007_result.json,72e188d2f54e380f4e9c03a044b8d89f7f8afa68cfc514b2650fce6d881d06a2
xvla,pick_diverse_object,3,100008,seen,failure,0,400,400,action_limit,Pick up the bottle using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100008_result.json,2472de07bf8ab2b8903b3b66af145007dca42b08afa9ca3f9017554cc6e704a7
xvla,pick_diverse_object,3,100009,unseen,success,1,179,400,task_success,Grab the dumbbell on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100009_result.json,ddc56f7fe8d0ee31516690eb2b4b5894646cbaf9307e4fefcf35c14a4da3a823
xvla,pick_diverse_object,4,100012,seen,success,1,91,400,task_success,Grab the shoe on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100012_result.json,2d3fc0e4874b767cf543e2287d57b6209dc9e1d967e83b4841d9f8036b50ff0d
xvla,pick_diverse_object,4,100013,unseen,failure,0,400,400,action_limit,Pick up the wooden mallet using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100013_result.json,2d1e40cbe657597bdbabbe3aab429e74a9fa458734e54085a560dac4dae9eac3
xvla,pick_diverse_object,5,100014,seen,failure,0,400,400,action_limit,Pick up the mug carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100014_result.json,b7b4c9896cbfb9a6fbd5e5f37ffd152a4e4943e960d7453c86db13e84c448826
xvla,pick_diverse_object,5,100015,unseen,failure,0,400,400,action_limit,Lift the paintbrush from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100015_result.json,16533ae71b94e3abcf4c63964bd24c23f23972544328b9eaa8c3acd841c76cd2
xvla,pick_diverse_object,6,100018,seen,failure,0,400,400,action_limit,Pick up the toy car carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100018_result.json,adfb74636b01f5c6e28ee8f31cb8bb78b7e6164d4e81f268d98d5c435b258a1a
xvla,pick_diverse_object,6,100019,unseen,failure,0,400,400,action_limit,Pick up the apple carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100019_result.json,4cf74b7151df7bbe93acc1c0ef7baa95375b7f10cb99450c2ed3e555c9d805a2
xvla,pick_diverse_object,7,100020,seen,success,1,99,400,task_success,Grab the phone on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100020_result.json,a7272bc44c9361f777094451b67f3cedd578401d2bc5e7db11513c617c3bf966
xvla,pick_diverse_object,7,100021,unseen,success,1,78,400,task_success,Grab the wooden mallet on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100021_result.json,41b3ba232b8c4cf2c7083024d7a390039d9d3829f50248a72d332e18972c3613
xvla,pick_diverse_object,8,100024,seen,failure,0,400,400,action_limit,Pick up the hamburger carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100024_result.json,85c4a538b0653ba21d6ef0367bb95aff06294129b52088ab486dfbadf4de7535
xvla,pick_diverse_object,8,100025,unseen,failure,0,400,400,action_limit,Pick up the dumbbell carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100025_result.json,844235b8e0acb471ed13c3c69fa3e0a9333576a3bb27160c584a693a9ea17d9a
xvla,pick_diverse_object,9,100034,seen,failure,0,400,400,action_limit,Lift the cup from the table using the left arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100034_result.json,cdcd2837466ea17b24824e3334ed29172895e66472b9b99f5c7ead6e8b7b51d8
xvla,pick_diverse_object,9,100035,unseen,success,1,123,400,task_success,Grab the apple on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100035_result.json,a3e9e973a024bb734b8dd0d25bb7d050224cdf5b4e0ea7c2c313dfc67003a370
xvla,pick_diverse_object,10,100036,seen,success,1,92,400,task_success,Grab the shoe on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100036_result.json,da54f3da0ec737b7fe345589f760620177b1723124cd1fb5aaf51b417b4f3adb
xvla,pick_diverse_object,10,100037,unseen,failure,0,400,400,action_limit,Lift the wooden mallet from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100037_result.json,85e13847b7284360c3f08c3c6d39702f82971562e6398d29423d39836f87e9e4
xvla,pick_diverse_object,11,100038,seen,success,1,94,400,task_success,Lift the mug from the table using the left arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100038_result.json,459d2676c8d172371b9612e58eaf76541f998eda70d915be3fff755bf154db4f
xvla,pick_diverse_object,11,100039,unseen,failure,0,400,400,action_limit,Grab the paintbrush on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100039_result.json,992dc9a9ea10b7107426f2d9db85ac9445930bb5a63d526e8670f2b54713a4b6
xvla,pick_diverse_object,12,100040,seen,failure,0,400,400,action_limit,Grab the can on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100040_result.json,877514742fa7859c41a7d7c25115d5a130f85a26a49fb34ef7116dbeed595ddd
xvla,pick_diverse_object,12,100041,unseen,success,1,106,400,task_success,Grab the dumbbell on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100041_result.json,60e47fbc986a43ae44d25a9321ce1e5e3fb6c9662f0ee6f6fe8f0b3872acae18
xvla,pick_diverse_object,13,100042,seen,failure,0,400,400,action_limit,Lift the toy car from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100042_result.json,557f3c6c39200c972b12a45f2ee4a84cf16fba65815bd2dfd6abe205630e100c
xvla,pick_diverse_object,13,100043,unseen,failure,0,400,400,action_limit,Pick up the apple using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100043_result.json,26e7f11e4a03502576b805ec05464ebb2b2c7bf65c41786ef3131aa73011ca93
xvla,pick_diverse_object,14,100048,seen,success,1,122,400,task_success,Grab the hamburger on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100048_result.json,6137110116dcf3564de05aa99fcb12be8c2d0d903c57b646ecf787f0211aa15a
xvla,pick_diverse_object,14,100049,unseen,failure,0,400,400,action_limit,Grab the dumbbell on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100049_result.json,d9e6ef9e7bafbfdb0c643b13cd963cc5b11cd2091b10569233bf48cf376aca18
xvla,pick_diverse_object,15,100052,seen,failure,0,400,400,action_limit,Pick up the coffee box using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100052_result.json,a600408a18328cba87da00b28a34c70f9d26490e28b2f6cf833694ca0ad961e7
xvla,pick_diverse_object,15,100053,unseen,success,1,97,400,task_success,Pick up the wooden mallet using the correct arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100053_result.json,d1213362ad2f85f2ca0cbdaf97ad588cb0f5026ab89fabf2afe607fb2be597f9
xvla,pick_diverse_object,16,100054,seen,failure,0,400,400,action_limit,Grab the mouse on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100054_result.json,823e3a40cf5e734f680cbce9f587933e2ded0f938bce67e8d53c438b46e5f30a
xvla,pick_diverse_object,16,100055,unseen,success,1,66,400,task_success,Lift the paintbrush from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100055_result.json,42f2d34efe815a6c938f5780eea4cf8a11df3bf57bfe9624e97714f8de1cceae
xvla,pick_diverse_object,17,100056,seen,failure,0,400,400,action_limit,Grab the bottle on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100056_result.json,bdff5af8e7728eb5b30def0c86480060a0cb11cb34bb72dd8dc04820ae53457b
xvla,pick_diverse_object,17,100057,unseen,success,1,45,400,task_success,Pick up the dumbbell carefully using the left arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100057_result.json,0488a9e8b7d2d65e83313798da2eb30dd63a3bac0f151854cace07b25f032659
xvla,pick_diverse_object,18,100060,seen,failure,0,400,400,action_limit,Pick up the shoe carefully using the right arm,reused,xvla/pick_diverse_object/pick_diverse_object_ep100060_result.json,22f66bd565f8802be749c60212e7c94a2b44abed43176d4b626265446b1e8995
xvla,pick_diverse_object,18,100061,unseen,failure,0,400,400,action_limit,Grab the wooden mallet on the table and raise it.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100061_result.json,7cb34fbd4715992a73715e5adadf031d53f593c2f5eccc1ed42edc6fc4cd3357
xvla,pick_diverse_object,19,100066,seen,success,1,83,400,task_success,Lift the toy car from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100066_result.json,65bca80ffc89ced8ec829f503a982131611cc2846611fc477244ce8f2d8ede6d
xvla,pick_diverse_object,19,100067,unseen,failure,0,400,400,action_limit,Lift the apple from the table using the right arm.,reused,xvla/pick_diverse_object/pick_diverse_object_ep100067_result.json,6b2d3a33d5579827f64c145052b73f82573208373bf05cbf7d9ce8dca5990164
xvla,attribute_select,0,100000,color:red,failure,0,400,400,action_limit,Reach for the red block and lift it.,reused,xvla/attribute_select/attribute_select_ep100000_result.json,eb0b6e45ea633070f066bed63d0addfe2bedb629913d19663743353ca3de1ab3
xvla,attribute_select,0,100001,color:blue,success,1,232,400,task_success,Reach for the blue block and lift it.,reused,xvla/attribute_select/attribute_select_ep100001_result.json,51c9bb21fe3ebf50ec23278d10a239147b3eeabca39b014e5f5c65ad6ac50d95
xvla,attribute_select,0,100002,decal:cat,success,1,95,400,task_success,Fetch the block with a cat on it.,reused,xvla/attribute_select/attribute_select_ep100002_result.json,e4ffccfccc2e7a01d4290807dc18bd2985542a87bf05d538cd4372c61cff163f
xvla,attribute_select,0,100003,decal:dog,failure,0,400,400,action_limit,Fetch the block with a dog on it.,reused,xvla/attribute_select/attribute_select_ep100003_result.json,52375cb7f8e69f2ce3d2bcc599271edbbc81285632192f3a49b8ecf3e18df81b
xvla,attribute_select,0,100004,shape:block,failure,0,400,400,action_limit,Reach for the cube and lift it.,reused,xvla/attribute_select/attribute_select_ep100004_result.json,85a5026aacc8428501d6ee0c842ce598e2c90069c2460eec4073b0bb5fdb9473
xvla,attribute_select,0,100005,shape:bar,success,1,94,400,task_success,Fetch the long bar.,reused,xvla/attribute_select/attribute_select_ep100005_result.json,ebd822be922826bfe1e6d339a33b69c90371dea6993b31309b5ffd38aa82e5ab
xvla,attribute_select,0,100006,size:big,success,1,244,400,task_success,Reach for the big block and lift it.,reused,xvla/attribute_select/attribute_select_ep100006_result.json,2ca8537ff1b08ef0afc31eb174ad106c15ad1ddb4a01bdb4609fe748b3bec917
xvla,attribute_select,0,100007,size:small,success,1,96,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100007_result.json,8ea4b0063734563e795953a77f0dce3c71ae97b752624d9b9c6792291810e44f
xvla,attribute_select,1,100008,color:red,success,1,97,400,task_success,Fetch the red block.,reused,xvla/attribute_select/attribute_select_ep100008_result.json,3bd7d0f408e6d52bfbd4e002d2544764f7bbee73870ce8ee5e64169011db14c7
xvla,attribute_select,1,100009,color:blue,success,1,187,400,task_success,Fetch the blue block.,reused,xvla/attribute_select/attribute_select_ep100009_result.json,3deb7fda700564455b2c6d14c87f67503d7084da01d8c311aa5b709495bd396f
xvla,attribute_select,1,100010,decal:cat,failure,0,400,400,action_limit,Reach for the block with a cat on it and lift it.,reused,xvla/attribute_select/attribute_select_ep100010_result.json,12fd2da3a3082b09e296dda819d58bd51e1898dfe1607696bf940cd2eef71337
xvla,attribute_select,1,100011,decal:dog,failure,0,400,400,action_limit,Reach for the block with a dog on it and lift it.,reused,xvla/attribute_select/attribute_select_ep100011_result.json,280d3edc6e05a267787b556e11823ebe783cbe17e323445e49c2aa8cbf6300a2
xvla,attribute_select,1,100012,shape:block,failure,0,400,400,action_limit,Fetch the cube.,reused,xvla/attribute_select/attribute_select_ep100012_result.json,10eb6b8d3cf5ef49d6f979fc145deba33318cabd0068eef25652c8d322d6da9d
xvla,attribute_select,1,100013,shape:bar,failure,0,400,400,action_limit,Reach for the long bar and lift it.,reused,xvla/attribute_select/attribute_select_ep100013_result.json,fee9a7820fc83df72ec9e0a4a83593516770c1abb8d078e80dda3d3a354ecebd
xvla,attribute_select,1,100014,size:big,failure,0,400,400,action_limit,Fetch the big block.,reused,xvla/attribute_select/attribute_select_ep100014_result.json,68b7351b803f869ba29955726e81fd80523a34e3b855a8e38a80ad7cc430724a
xvla,attribute_select,1,100015,size:small,success,1,96,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100015_result.json,85ade8961385fc4a61e6ba8b1b19af7431ce242b02d723b7ec1e46332c6766b2
xvla,attribute_select,2,100016,color:red,success,1,95,400,task_success,Reach for the red block and lift it.,reused,xvla/attribute_select/attribute_select_ep100016_result.json,5d0974bf44a48b0bbf44639e8b739c05b3660c466a1cec3bb7d9e5a08bb6ee89
xvla,attribute_select,2,100017,color:blue,success,1,245,400,task_success,Fetch the blue block.,reused,xvla/attribute_select/attribute_select_ep100017_result.json,1d4879887902fccbc6bfa56aebc6ebd7972f55bad2fc6c6723a3e090f2d5e1b0
xvla,attribute_select,2,100018,decal:cat,failure,0,400,400,action_limit,Fetch the block with a cat on it.,reused,xvla/attribute_select/attribute_select_ep100018_result.json,a195af2e62de3bacc3f60cd5c25166ff01b4e400984f358517267c5f43494412
xvla,attribute_select,2,100019,decal:dog,failure,0,400,400,action_limit,Fetch the block with a dog on it.,reused,xvla/attribute_select/attribute_select_ep100019_result.json,f992d135d970e6c626e1630a02324e5e882fa79e376cb63a30a5e6ca0e6647b5
xvla,attribute_select,2,100020,shape:block,failure,0,400,400,action_limit,Reach for the cube and lift it.,reused,xvla/attribute_select/attribute_select_ep100020_result.json,65e7c907e8f2076d49cd53f6547e988a4fbdd1cf5729fb64efa4cf310138b666
xvla,attribute_select,2,100021,shape:bar,success,1,67,400,task_success,Fetch the long bar.,reused,xvla/attribute_select/attribute_select_ep100021_result.json,d264a406bb73b1bc640341bb87d7651e48bc4346f99f9e7efe6dec5fbe0ce14a
xvla,attribute_select,2,100022,size:big,failure,0,400,400,action_limit,Reach for the big block and lift it.,reused,xvla/attribute_select/attribute_select_ep100022_result.json,64364f37161c480f4994791c4cd93e83893444a2e5aa2324ea602280269ee4f7
xvla,attribute_select,2,100023,size:small,success,1,96,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100023_result.json,f42775f0da62ab2cfc8b5cb9e2ea4f5b909811877891efca1122cd06954c2a19
xvla,attribute_select,3,100024,color:red,success,1,98,400,task_success,Fetch the red block.,reused,xvla/attribute_select/attribute_select_ep100024_result.json,65134250e258142963f0400b9b795c6b19ee8817cf98653687d399d86824840d
xvla,attribute_select,3,100025,color:blue,success,1,245,400,task_success,Reach for the blue block and lift it.,reused,xvla/attribute_select/attribute_select_ep100025_result.json,ae04d8c5a68fb97de7e5f95a1c9f645c0af37b4db070ca1c60c9719bfa724a69
xvla,attribute_select,3,100026,decal:cat,success,1,96,400,task_success,Fetch the block with a cat on it.,reused,xvla/attribute_select/attribute_select_ep100026_result.json,93c9735637dc3fea258aa2abcd27b25f9227ef3ea7cbac34aa3deb63d086046c
xvla,attribute_select,3,100027,decal:dog,failure,0,400,400,action_limit,Reach for the block with a dog on it and lift it.,reused,xvla/attribute_select/attribute_select_ep100027_result.json,b4421291113d636163d3bd8554972c73aa24162d1c92f6691ed93cbe106b82b1
xvla,attribute_select,3,100028,shape:block,success,1,94,400,task_success,Reach for the cube and lift it.,reused,xvla/attribute_select/attribute_select_ep100028_result.json,a7c2bbba5f117a424f4e00480bfd12a070f32e5bb9bd1c1e928cd956e5cf1dda
xvla,attribute_select,3,100029,shape:bar,failure,0,400,400,action_limit,Reach for the long bar and lift it.,reused,xvla/attribute_select/attribute_select_ep100029_result.json,31fd33fc4e19ff1971e9f33e74e1b5d05ddffb0a130071894cacbfd65dfd6edd
xvla,attribute_select,3,100030,size:big,failure,0,400,400,action_limit,Fetch the big block.,reused,xvla/attribute_select/attribute_select_ep100030_result.json,4d7327d9c47b57468fecbaacb51ca909257d67b3e882508a5bf726cf22bf6908
xvla,attribute_select,3,100031,size:small,success,1,68,400,task_success,Fetch the small block.,reused,xvla/attribute_select/attribute_select_ep100031_result.json,1d9410791b5ee959477c38f18cae4d15b918d786a4d62e1115501b3ad23b8f79
